representative,ticker,transaction_date,transaction_type,range,price_change
Tommy Tuberville,CLF,2024-05-10,Purchase,"$1,001 - $15,000",-45.6120092378753
Tommy Tuberville,CLF,2024-05-10,Sale (Partial),"$50,001 - $100,000",-45.6120092378753
Tommy Tuberville,CLF,2024-05-10,Purchase,"$1,001 - $15,000",-45.6120092378753
Tommy Tuberville,CLF,2024-05-10,Sale (Partial),"$1,001 - $15,000",-45.6120092378753
Tommy Tuberville,CLF,2024-05-10,Purchase,"$1,001 - $15,000",-45.6120092378753
Tommy Tuberville,PARA,2024-05-10,Sale (Full),"$100,001 - $250,000",-9.11877394636016
Tommy Tuberville,ARKK,2024-05-10,Purchase,"$1,001 - $15,000",19.9906803355079
Tommy Tuberville,CLF,2024-05-10,Purchase,"$1,001 - $15,000",-45.6120092378753
Tommy Tuberville,CLF,2024-05-10,Purchase,"$1,001 - $15,000",-45.6120092378753
Thomas R. Carper,SBUX,2024-05-09,Sale (Full),"$1,001 - $15,000",28.2637420718816
Tommy Tuberville,INTC,2024-05-09,Purchase,"$50,001 - $100,000",-19.3752077102027
Thomas R. Carper,EMR,2024-05-09,Purchase,"$1,001 - $15,000",-2.14551431784757
Josh Gottheimer,INTA,2024-05-09,Purchase,"$1,001 - $15,000",64.9526387009472
Thomas R. Carper,TTE,2024-05-09,Sale (Full),"$1,001 - $15,000",-14.041514041514
Thomas R. Carper,OXY,2024-05-09,Purchase,"$1,001 - $15,000",-25.373599003736
Thomas R. Carper,ATKR,2024-05-09,Sale (Full),"$1,001 - $15,000",-61.145587687725
Tommy Tuberville,KEY,2024-05-09,Purchase,"$1,001 - $15,000",7.09549071618036
Josh Gottheimer,SWTX,2024-05-09,Purchase,"$1,001 - $15,000",16.1583236321304
Tommy Tuberville,SWKS,2024-05-08,Sale (Full),"$1,001 - $15,000",-27.8743028743029
Carol Devine Miller,COKE,2024-05-08,Sale,"$1,001 - $15,000",37.6604820016723
Carol Devine Miller,YUM,2024-05-08,Sale,"$1,001 - $15,000",14.4494742990654
Tommy Tuberville,XBI,2024-05-08,Purchase,"$1,001 - $15,000",-2.23319492761755
Markwayne Mullin,IWB,2024-05-08,Sale (Partial),"$100,001 - $250,000",8.9997537205784
Tommy Tuberville,GOLD,2024-05-08,Purchase,"$1,001 - $15,000",12.8588516746412
Carol Devine Miller,YUM,2024-05-08,Sale,"$15,001 - $50,000",14.4494742990654
Tommy Tuberville,XBI,2024-05-08,Purchase,"$1,001 - $15,000",-2.23319492761755
Tommy Tuberville,INTC,2024-05-08,Purchase,"$100,001 - $250,000",-19.1333333333333
C. Scott Franklin,BRP,2024-05-08,Sale,"$500,001 - $1,000,000",3.97962432346385
Carol Devine Miller,COKE,2024-05-08,Sale,"$1,001 - $15,000",37.6604820016723
Carol Devine Miller,T,2024-05-08,Sale,"$1,001 - $15,000",57.9193454120397
Carol Devine Miller,CMCSA,2024-05-08,Sale,"$1,001 - $15,000",-5.88988476312419
Sheldon Whitehouse,DEO,2024-05-08,Sale (Full),"$15,001 - $50,000",-24.0366191185863
Carol Devine Miller,T,2024-05-08,Sale,"$1,001 - $15,000",57.9193454120397
Tommy Tuberville,GILD,2024-05-08,Sale (Full),"$1,001 - $15,000",64.9414664202095
Carol Devine Miller,MCK,2024-05-08,Sale,"$15,001 - $50,000",21.6257979065874
Carol Devine Miller,CMCSA,2024-05-08,Sale,"$15,001 - $50,000",-5.88988476312419
Tommy Tuberville,ADBE,2024-05-08,Purchase,"$15,001 - $50,000",-20.659700880967
Tommy Tuberville,GOLD,2024-05-08,Purchase,"$1,001 - $15,000",12.8588516746412
Carol Devine Miller,MCK,2024-05-08,Sale,"$15,001 - $50,000",21.6257979065874
Tommy Tuberville,INTC,2024-05-07,Purchase,"$100,001 - $250,000",-20.9256844850065
Tommy Tuberville,FITB,2024-05-07,Purchase,"$1,001 - $15,000",3.81277938469628
Tommy Tuberville,CLF,2024-05-07,Purchase,"$1,001 - $15,000",-45.580589254766
Tommy Tuberville,CLF,2024-05-07,Purchase,"$1,001 - $15,000",-45.580589254766
Tommy Tuberville,CVX,2024-05-07,Purchase,"$1,001 - $15,000",1.2786623224934
Josh Gottheimer,UBER,2024-05-07,Sale,"$1,001 - $15,000",7.68138577310804
Tommy Tuberville,GOLD,2024-05-07,Purchase,"$1,001 - $15,000",12.7240143369176
Tommy Tuberville,FITB,2024-05-07,Sale (Full),"$15,001 - $50,000",3.81277938469628
Tommy Tuberville,WMS,2024-05-07,Sale (Full),"$1,001 - $15,000",-35.6331410218283
Tommy Tuberville,GOLD,2024-05-07,Sale (Full),"$100,001 - $250,000",12.7240143369176
Tommy Tuberville,CCJ,2024-05-07,Purchase,"$1,001 - $15,000",-13.951690821256
Mark Dr Green,NGL,2024-05-07,Sale,"$250,001 - $500,000",-20.3418803418803
Tommy Tuberville,LSCC,2024-05-07,Sale (Full),"$1,001 - $15,000",-15.5013927576602
Tommy Tuberville,ARKK,2024-05-07,Purchase,"$1,001 - $15,000",13.0625686059276
Thomas H. Kean Jr.,AON,2024-05-06,Purchase,"$1,001 - $15,000",36.7394121974288
Josh Gottheimer,SSMXY,2024-05-06,Purchase,"$1,001 - $15,000",9.21052631578947
Josh Gottheimer,ALG,2024-05-06,Sale,"$1,001 - $15,000",-5.01423027166882
Josh Gottheimer,LOPE,2024-05-06,Purchase,"$1,001 - $15,000",22.0591425059649
John James,UL,2024-05-06,Sale,"$1,001 - $15,000",12.464046021093
Josh Gottheimer,TXRH,2024-05-06,Sale,"$1,001 - $15,000",1.27578395135328
John James,AXTA,2024-05-06,Sale,"$1,001 - $15,000",-4.70687711386695
Tommy Tuberville,DECK,2024-05-03,Sale (Full),"$1,001 - $15,000",-16.0481515777477
Tommy Tuberville,GRMN,2024-05-03,Sale (Full),"$1,001 - $15,000",26.6433692836055
Tommy Tuberville,PAYX,2024-05-03,Sale (Full),"$1,001 - $15,000",19.0840965861782
Tommy Tuberville,MSI,2024-05-03,Sale (Full),"$1,001 - $15,000",19.5108849307323
Tommy Tuberville,FDS,2024-05-03,Sale (Full),"$1,001 - $15,000",1.07647402218331
Tommy Tuberville,SNPS,2024-05-03,Sale (Full),"$1,001 - $15,000",-16.4524900361307
Tommy Tuberville,RMD,2024-05-03,Sale (Full),"$1,001 - $15,000",1.25357175776569
Josh Gottheimer,GOOG,2024-05-03,Purchase,"$1,001 - $15,000",-1.62139771584118
Kevin Hern,XOM,2024-05-03,Exchange,"$100,001 - $250,000",-0.431034482758621
Tommy Tuberville,GLPI,2024-05-03,Sale (Full),"$1,001 - $15,000",16.2037037037037
Tommy Tuberville,GGG,2024-05-03,Sale (Full),"$1,001 - $15,000",0.0608865075499235
Tommy Tuberville,CPRT,2024-05-03,Sale (Full),"$1,001 - $15,000",-2.84420289855073
Tommy Tuberville,BRO,2024-05-03,Sale (Full),"$1,001 - $15,000",41.940119760479
Tommy Tuberville,INFY,2024-05-03,Sale (Full),"$1,001 - $15,000",8.21027761370349
Tommy Tuberville,ELS,2024-05-03,Sale (Full),"$1,001 - $15,000",8.11621664298121
Tommy Tuberville,ODFL,2024-05-03,Sale (Full),"$1,001 - $15,000",-10.7208472927699
Tommy Tuberville,MA,2024-05-03,Sale (Full),"$1,001 - $15,000",20.7651381937869
Tommy Tuberville,CDNS,2024-05-03,Sale (Full),"$1,001 - $15,000",-6.82100628484181
Tommy Tuberville,RELX,2024-05-03,Sale (Full),"$1,001 - $15,000",18.6195445920304
Tommy Tuberville,PYPL,2024-05-03,Sale (Full),"$100,001 - $250,000",6.83409436834094
Tommy Tuberville,MCO,2024-05-03,Sale (Full),"$1,001 - $15,000",20.7404877023334
Kevin Hern,PXD,2024-05-03,Exchange,"$100,001 - $250,000",
Tommy Tuberville,DOW,2024-05-03,Sale (Full),"$1,001 - $15,000",-36.5883590462833
Tommy Tuberville,VRSK,2024-05-03,Sale (Full),"$1,001 - $15,000",20.1533729406312
Tommy Tuberville,KLAC,2024-05-03,Sale (Full),"$1,001 - $15,000",1.42120903257296
Tommy Tuberville,NXPI,2024-05-03,Sale (Full),"$1,001 - $15,000",-22.1873182082606
Tommy Tuberville,UI,2024-05-03,Sale (Full),"$1,001 - $15,000",184.712230215827
Tommy Tuberville,PFE,2024-05-03,Sale (Full),"$15,001 - $50,000",-5.50161812297734
Tommy Tuberville,TEL,2024-05-03,Sale (Full),"$1,001 - $15,000",2.93661971830985
Tommy Tuberville,VRTX,2024-05-03,Sale (Full),"$1,001 - $15,000",25.4612546125461
Tommy Tuberville,ITW,2024-05-03,Sale (Full),"$1,001 - $15,000",3.04198097736964
Tommy Tuberville,CTAS,2024-05-03,Sale (Full),"$1,001 - $15,000",13.447273158863
Tommy Tuberville,V,2024-05-03,Sale (Full),"$1,001 - $15,000",25.0176915341354
Tommy Tuberville,LULU,2024-05-03,Sale (Full),"$1,001 - $15,000",-9.15951006616922
Tommy Tuberville,SOLV,2024-05-03,Purchase,"$1,001 - $15,000",14.4160866202629
Tommy Tuberville,HSY,2024-05-03,Sale (Full),"$1,001 - $15,000",-15.5315278900566
Tommy Tuberville,NFLX,2024-05-03,Sale (Full),"$1,001 - $15,000",65.7558601166845
Tommy Tuberville,ASML,2024-05-03,Sale (Full),"$15,001 - $50,000",-20.5638676619012
Tommy Tuberville,A,2024-05-03,Sale (Full),"$1,001 - $15,000",-13.4098243097884
Tommy Tuberville,QLYS,2024-05-03,Sale (Full),"$1,001 - $15,000",-22.6492108604946
Tommy Tuberville,PEP,2024-05-03,Sale (Full),"$1,001 - $15,000",-17.4283281294352
Tommy Tuberville,TER,2024-05-03,Sale (Full),"$1,001 - $15,000",-27.3414148123547
Tommy Tuberville,HUMA,2024-05-03,Sale (Partial),"$15,001 - $50,000",-24.7165532879819
Tommy Tuberville,HUMA,2024-05-03,Sale (Full),"$1,001 - $15,000",-24.7165532879819
Tommy Tuberville,WAT,2024-05-03,Sale (Full),"$1,001 - $15,000",13.7618677042801
Tommy Tuberville,JKHY,2024-05-03,Sale (Full),"$1,001 - $15,000",5.40260689487148
Tommy Tuberville,CBSH,2024-05-03,Sale (Full),"$1,001 - $15,000",14.53858195849
Tommy Tuberville,PG,2024-05-03,Sale (Full),"$1,001 - $15,000",1.35595281527422
Tommy Tuberville,NDSN,2024-05-03,Sale (Full),"$1,001 - $15,000",-23.2483716727533
Tommy Tuberville,MPWR,2024-05-03,Sale (Full),"$1,001 - $15,000",-16.4361867594242
John James,CAH,2024-05-02,Purchase,"$1,001 - $15,000",28.0734123130705
Greg Landsman,PH,2024-05-02,Purchase,"$1,001 - $15,000",17.2269540966308
John James,CCI,2024-05-02,Purchase,"$1,001 - $15,000",10.3172957279137
John James,PGR,2024-05-02,Sale,"$1,001 - $15,000",30.5362866574176
Josh Gottheimer,SSMXY,2024-05-02,Purchase,"$1,001 - $15,000",11.5721800116891
Virginia Foxx,ET,2024-05-02,Purchase,"$1,001 - $15,000",17.8707224334601
Greg Landsman,CRWD,2024-05-02,Sale,"$1,001 - $15,000",19.3384726889372
Josh Gottheimer,TSLA,2024-05-01,Purchase,"$1,001 - $15,000",38.1798988832713
Virginia Foxx,T$A,2024-05-01,Purchase,"$1,001 - $15,000",
Maria Elvira Salazar,NFE,2024-05-01,Sale,"$15,001 - $50,000",-56.7389620449264
Maria Elvira Salazar,DTM,2024-05-01,Purchase,"$15,001 - $50,000",57.3584293363622
Josh Gottheimer,LOW,2024-05-01,Sale,"$1,001 - $15,000",-0.19778481012659
Josh Gottheimer,MELI,2024-05-01,Sale,"$1,001 - $15,000",43.8555176414855
Virginia Foxx,ET,2024-05-01,Purchase,"$1,001 - $15,000",20.1550387596899
Tommy Tuberville,GOGL,2024-04-30,Sale (Full),"$50,001 - $100,000",-45.4932576295245
Tommy Tuberville,OXY,2024-04-30,Sale (Full),"$15,001 - $50,000",-27.5173873601452
Tommy Tuberville,WBA,2024-04-30,Sale (Full),"$50,001 - $100,000",-37.3942470389171
Josh Gottheimer,TCEHY,2024-04-30,Purchase,"$1,001 - $15,000",50.2171428571428
Tommy Tuberville,HUMA,2024-04-30,Sale (Partial),"$50,001 - $100,000",-15.3061224489796
Kevin Hern,JPM,2024-04-30,Purchase,"$1,001 - $15,000",26.0196098883905
Tommy Tuberville,CVX,2024-04-30,Sale (Full),"$100,001 - $250,000",2.15787189185837
Tommy Tuberville,PYPL,2024-04-30,Purchase,"$1,001 - $15,000",3.34216725559481
Tommy Tuberville,NVDA,2024-04-30,Sale (Full),"$15,001 - $50,000",36.2236985254971
Tommy Tuberville,KEY,2024-04-30,Sale (Full),"$50,001 - $100,000",11.456176673568
Virginia Foxx,ET,2024-04-30,Purchase,"$1,001 - $15,000",18.2453909726637
Tommy Tuberville,XOM,2024-04-30,Sale (Full),"$50,001 - $100,000",-2.34209858797666
Tommy Tuberville,SBLK,2024-04-30,Sale (Full),"$50,001 - $100,000",-31.8256578947368
Tommy Tuberville,SSBK,2024-04-30,Sale (Full),"$50,001 - $100,000",34.7124534546959
Tommy Tuberville,QCOM,2024-04-29,Purchase,"$1,001 - $15,000",-7.31678486997636
Josh Gottheimer,WDAY,2024-04-29,Sale,"$1,001 - $15,000",0.289423965912288
Tommy Tuberville,LSCC,2024-04-29,Purchase,"$1,001 - $15,000",-21.064272703617
Tommy Tuberville,LSCC,2024-04-29,Purchase,"$1,001 - $15,000",-21.064272703617
Tommy Tuberville,LSCC,2024-04-29,Purchase,"$1,001 - $15,000",-21.064272703617
Tommy Tuberville,CCL,2024-04-29,Purchase,"$1,001 - $15,000",38.4005287508262
Tommy Tuberville,SWKS,2024-04-29,Purchase,"$15,001 - $50,000",-37.6506582607083
Josh Gottheimer,SHOP,2024-04-29,Sale,"$1,001 - $15,000",43.7775938189845
Josh Gottheimer,ADBE,2024-04-29,Sale,"$1,001 - $15,000",-18.1389646352548
Josh Gottheimer,GOOG,2024-04-29,Purchase,"$1,001 - $15,000",-0.982727814175108
Tommy Tuberville,LSCC,2024-04-29,Purchase,"$1,001 - $15,000",-21.064272703617
Josh Gottheimer,CTSH,2024-04-29,Sale,"$1,001 - $15,000",14.8654742221554
Josh Gottheimer,VRT,2024-04-29,Purchase,"$1,001 - $15,000",-6.5084388185654
Josh Gottheimer,FICO,2024-04-29,Purchase,"$1,001 - $15,000",62.1340961979249
Tommy Tuberville,PAC,2024-04-29,Sale (Full),"$1,001 - $15,000",0.708567719601905
Tommy Tuberville,CVX,2024-04-29,Purchase,"$1,001 - $15,000",-0.949918836048826
Josh Gottheimer,FCX,2024-04-29,Purchase,"$1,001 - $15,000",-23.20167906888
Tommy Tuberville,QCOM,2024-04-29,Purchase,"$15,001 - $50,000",-7.31678486997636
Tommy Tuberville,MMM,2024-04-29,Sale (Full),"$15,001 - $50,000",63.1510416666667
Tommy Tuberville,CLX,2024-04-29,Purchase,"$1,001 - $15,000",-2.73972602739725
Josh Gottheimer,TSLA,2024-04-29,Purchase,"$1,001 - $15,000",28.1679979386756
Josh Gottheimer,GOOG,2024-04-26,Purchase,"$1,001 - $15,000",-4.28349358051701
Maria Elvira Salazar,CWEN,2024-04-26,Purchase,"$15,001 - $50,000",29.2134831460674
Josh Gottheimer,TEX,2024-04-25,Sale,"$1,001 - $15,000",-34.7412353923205
Mark Dr Green,NGL,2024-04-25,Sale,"$100,001 - $250,000",-20.8828522920204
John James,TJX,2024-04-25,Purchase,"$1,001 - $15,000",20.4314457581415
Josh Gottheimer,HLMN,2024-04-25,Purchase,"$1,001 - $15,000",-7.23140495867768
Marjorie Taylor Mrs Greene,GS,2024-04-24,Purchase,"$1,001 - $15,000",33.590204236006
Josh Gottheimer,TSLA,2024-04-24,Purchase,"$1,001 - $15,000",53.4015913156109
Marjorie Taylor Mrs Greene,BRK.B,2024-04-24,Purchase,"$1,001 - $15,000",28.5650942234265
Marjorie Taylor Mrs Greene,MSFT,2024-04-24,Purchase,"$1,001 - $15,000",-4.35143988656921
Jonathan Jackson,JPM,2024-04-24,Purchase,"$15,001 - $50,000",25.1450176092811
Marjorie Taylor Mrs Greene,HSY,2024-04-24,Purchase,"$1,001 - $15,000",-11.1406399489742
Marjorie Taylor Mrs Greene,TSCO,2024-04-24,Purchase,"$1,001 - $15,000",1.61546507573704
Josh Gottheimer,UBER,2024-04-24,Sale,"$1,001 - $15,000",9.34256055363322
Marjorie Taylor Mrs Greene,QCOM,2024-04-24,Purchase,"$1,001 - $15,000",-4.16182851555338
Marjorie Taylor Mrs Greene,HD,2024-04-24,Purchase,"$1,001 - $15,000",5.44728386534939
Jonathan Jackson,HXL,2024-04-24,Sale,"$15,001 - $50,000",-11.8279569892473
Richard W. Allen,91282CFK2,2024-04-23,Purchase,"$15,001 - $50,000",
Shelley Moore Capito,MSFT,2024-04-23,Sale (Partial),"$1,001 - $15,000",-4.00176656770616
Shelley Moore Capito,JPM,2024-04-23,Sale (Partial),"$1,001 - $15,000",25.7572603310086
Shelley Moore Capito,AAPL,2024-04-23,Sale (Partial),"$1,001 - $15,000",30.7789095266627
Robert E. Latta,FMAO,2024-04-20,Purchase,"$1,001 - $15,000",15.0379506641366
Thomas H. Kean Jr.,NKE,2024-04-19,Sale,"$1,001 - $15,000",-28.1286364117211
Thomas H. Kean Jr.,ILMN,2024-04-19,Purchase,"$1,001 - $15,000",-25.3512730988674
Tommy Tuberville,KMB,2024-04-18,Purchase,"$1,001 - $15,000",10.397261364541
Tommy Tuberville,NTES,2024-04-18,Sale (Full),"$1,001 - $15,000",4.91891891891892
Josh Gottheimer,ZTO,2024-04-17,Purchase,"$1,001 - $15,000",3.83221128948732
Deborah Ross,MSFT,2024-04-17,Sale,"$1,001 - $15,000",-4.99708624708624
John Boozman,JMBS,2024-04-16,Purchase,"$1,001 - $15,000",3.67393800229621
Josh Gottheimer,ZTO,2024-04-16,Purchase,"$1,001 - $15,000",3.56404958677687
Virginia Foxx,HTGC,2024-04-16,Purchase,"$1,001 - $15,000",6.94830461367426
John Boozman,CMBS,2024-04-16,Sale (Partial),"$1,001 - $15,000",4.38939591481963
Josh Gottheimer,BNTX,2024-04-15,Purchase,"$1,001 - $15,000",8.52201615655933
Josh Gottheimer,INTA,2024-04-15,Purchase,"$1,001 - $15,000",96.1068211068211
Josh Gottheimer,ADC,2024-04-15,Purchase,"$1,001 - $15,000",35.5180463278865
Josh Gottheimer,OCFC,2024-04-15,Purchase,"$1,001 - $15,000",15.997277059224
Josh Gottheimer,FOXF,2024-04-15,Purchase,"$1,001 - $15,000",-40.6827880512091
Josh Gottheimer,SHLS,2024-04-15,Purchase,"$1,001 - $15,000",-62.0412844036697
Josh Gottheimer,DAVA,2024-04-15,Purchase,"$1,001 - $15,000",-29.4771241830065
Ted Cruz,GS,2024-04-15,Sale (Partial),"$250,001 - $500,000",40.9748553182997
Greg Landsman,CDNS,2024-04-12,Sale,"$1,001 - $15,000",-14.1997711296387
Mike Kelly,UNH,2024-04-12,Sale,"$1,001 - $15,000",17.6798724954463
Mike Kelly,CVX,2024-04-12,Sale,"$1,001 - $15,000",3.64242576748867
Mike Kelly,META,2024-04-12,Sale,"$1,001 - $15,000",16.4778277007228
Mike Kelly,VZ,2024-04-12,Sale,"$1,001 - $15,000",10.7502517623364
Greg Landsman,AMZN,2024-04-12,Purchase,"$1,001 - $15,000",5.41556976306883
Mike Kelly,EW,2024-04-11,Sale,"$1,001 - $15,000",-22.9187178645662
Mike Kelly,USB,2024-04-11,Sale,"$1,001 - $15,000",2.19465648854962
John Boozman,EFA,2024-04-11,Sale (Partial),"$15,001 - $50,000",6.55967392688828
John Boozman,SCZ,2024-04-11,Purchase,"$15,001 - $50,000",3.92469687300574
Thomas R. Carper,ENB,2024-04-11,Purchase,"$1,001 - $15,000",26.9753979739508
Thomas R. Carper,VLO,2024-04-11,Sale (Partial),"$1,001 - $15,000",-25.717352010845
Mike Kelly,T,2024-04-11,Sale,"$1,001 - $15,000",64.5554202192448
Dan Newhouse,BAC$I,2024-04-10,Purchase,"$1,001 - $15,000",
Michael C. Burgess,ABBV,2024-04-10,Sale,"$1,001 - $15,000",24.2442170028989
Dan Newhouse,PEP,2024-04-10,Purchase,"$1,001 - $15,000",-13.909440662918
Chip Roy,ET,2024-04-10,Sale,"$1,001 - $15,000",17.8707224334601
Dan Newhouse,NFLX,2024-04-10,Sale,"$1,001 - $15,000",55.2410359209803
Dan Newhouse,CRM,2024-04-10,Sale,"$1,001 - $15,000",-6.34136572992457
Dan Newhouse,INTU,2024-04-10,Sale,"$1,001 - $15,000",-3.87039276847668
Chip Roy,XOM,2024-04-10,Sale,"$15,001 - $50,000",-5.48281505728314
Dan Newhouse,HON,2024-04-10,Purchase,"$1,001 - $15,000",7.39585995399949
Chip Roy,NS,2024-04-10,Sale,"$1,001 - $15,000",1.57261794634598
Chip Roy,KMI,2024-04-10,Sale,"$1,001 - $15,000",52.8735632183908
Dan Newhouse,ELV,2024-04-10,Purchase,"$1,001 - $15,000",-15.8644187970221
Dan Newhouse,CSX,2024-04-10,Purchase,"$1,001 - $15,000",-16.4925162383507
Dan Newhouse,RTX,2024-04-10,Purchase,"$1,001 - $15,000",30.5939226519337
Dan Newhouse,ADI,2024-04-10,Purchase,"$1,001 - $15,000",4.11042632302755
Dan Newhouse,PG,2024-04-10,Sale,"$1,001 - $15,000",6.00992113965911
Dan Newhouse,DE,2024-04-10,Purchase,"$1,001 - $15,000",14.6758259096536
Michael C. Burgess,MRK,2024-04-10,Sale,"$1,001 - $15,000",-26.5404339250493
Dan Newhouse,NKE,2024-04-10,Purchase,"$1,001 - $15,000",-23.6629213483146
Dan Newhouse,DHR,2024-04-10,Purchase,"$1,001 - $15,000",-14.0358726156099
Michael C. Burgess,IBM,2024-04-10,Sale,"$1,001 - $15,000",31.0847129649538
Dan Newhouse,FMC,2024-04-10,Purchase,"$1,001 - $15,000",-33.2851173256188
Dan Newhouse,NI,2024-04-10,Purchase,"$1,001 - $15,000",43.6996336996337
Dan Newhouse,HSY,2024-04-10,Purchase,"$1,001 - $15,000",-12.940686351091
Josh Gottheimer,NSRGY,2024-04-10,Purchase,"$1,001 - $15,000",0.876765708718939
Dan Newhouse,LLY,2024-04-10,Sale,"$1,001 - $15,000",9.92020787947191
Dan Newhouse,NVDA,2024-04-10,Sale,"$1,001 - $15,000",35.2267374395386
Michael C. Burgess,ITIP,2024-04-10,Sale,"$1,001 - $15,000",
Dan Newhouse,DG,2024-04-10,Purchase,"$1,001 - $15,000",-45.8966565349544
Dan Newhouse,ACN,2024-04-10,Purchase,"$1,001 - $15,000",-5.88162762022194
Dan Newhouse,FTNT,2024-04-10,Purchase,"$1,001 - $15,000",44.7967121679143
Dan Newhouse,MPC,2024-04-10,Sale,"$1,001 - $15,000",-29.0029353280939
Dan Newhouse,NOW,2024-04-10,Sale,"$1,001 - $15,000",7.61320349978548
Dan Newhouse,EL,2024-04-10,Purchase,"$1,001 - $15,000",-53.7861531027818
John James,PGR,2024-04-10,Sale,"$1,001 - $15,000",32.3599320882852
Dan Newhouse,MSFT,2024-04-10,Sale,"$1,001 - $15,000",-7.560364787601
Dan Newhouse,BKNG,2024-04-10,Sale,"$1,001 - $15,000",28.7532799982153
Chip Roy,CVX,2024-04-10,Sale,"$15,001 - $50,000",1.2786623224934
Dan Newhouse,VFC,2024-04-10,Purchase,"$1,001 - $15,000",21.2592592592593
Dan Newhouse,AVGO,2024-04-10,Sale,"$1,001 - $15,000",44.9367423640887
Chip Roy,T,2024-04-10,Sale,"$1,001 - $15,000",61.5062761506276
Sheldon Whitehouse,NVS,2024-04-09,Sale (Partial),"$1,001 - $15,000",17.0337125561006
Sheldon Whitehouse,RTX,2024-04-09,Sale (Full),"$15,001 - $50,000",30.2854330708662
Sheldon Whitehouse,DHR,2024-04-09,Sale (Full),"$15,001 - $50,000",-15.3883106485188
Virginia Foxx,ASC,2024-04-09,Purchase,"$1,001 - $15,000",-36.3636363636364
C. Scott Franklin,BRP,2024-04-09,Sale,"$1,001 - $15,000",13.9567341242149
Shelley Moore Capito,AAPL,2024-04-09,Sale (Partial),"$1,001 - $15,000",28.6438380385454
John James,PM,2024-04-09,Sale,"$1,001 - $15,000",66.3335895465027
Shelley Moore Capito,GWW,2024-04-09,Sale (Partial),"$1,001 - $15,000",-3.43551220093082
Richard W. Allen,AMP,2024-04-09,Purchase,"$50,001 - $100,000",14.6767848413604
Sheldon Whitehouse,UL,2024-04-09,Sale (Full),"$1,001 - $15,000",21.1776859504132
Shelley Moore Capito,MSFT,2024-04-09,Sale (Partial),"$1,001 - $15,000",-8.21525757717932
Shelley Moore Capito,SPGI,2024-04-09,Sale (Partial),"$1,001 - $15,000",14.4551724137931
Sheldon Whitehouse,IR,2024-04-09,Sale (Full),"$1,001 - $15,000",-13.4117647058824
Maria Elvira Salazar,CIVI,2024-04-08,Sale,"$15,001 - $50,000",-54.05441098785
Eleanor Holmes Norton,BRK.B,2024-04-08,Sale,"$1,001 - $15,000",25.4681828016443
Tommy Tuberville,CBSH,2024-04-05,Purchase,"$1,001 - $15,000",21.4621472064103
Tommy Tuberville,SNPS,2024-04-05,Purchase,"$1,001 - $15,000",-22.0436180380572
Tommy Tuberville,LULU,2024-04-05,Purchase,"$1,001 - $15,000",-9.59733236192451
Tommy Tuberville,TEL,2024-04-05,Purchase,"$1,001 - $15,000",1.05081230556514
Tommy Tuberville,MSI,2024-04-05,Purchase,"$1,001 - $15,000",19.9858075503832
Tommy Tuberville,SWKS,2024-04-05,Purchase,"$1,001 - $15,000",-36.2438376943496
Josh Gottheimer,IART,2024-04-05,Sale,"$1,001 - $15,000",-33.8529411764706
Josh Gottheimer,FNA,2024-04-05,Purchase,"$1,001 - $15,000",25.2165543792108
Tommy Tuberville,SWKS,2024-04-05,Sale (Full),"$15,001 - $50,000",-36.2438376943496
Tommy Tuberville,NFLX,2024-04-05,Purchase,"$1,001 - $15,000",50.9462730673709
Tommy Tuberville,PAC,2024-04-05,Purchase,"$1,001 - $15,000",8.38863662824543
Tommy Tuberville,ODFL,2024-04-05,Purchase,"$1,001 - $15,000",-26.4282851672084
